,Year,RNOC,Participants,Rank,NOC,Gold,Silver,Bronze,Total,TSport,Tevent,man_sum,team_event_count,Aquatics,Archery,Athletics,Badminton,Baseball and Softball,Basketball,Basque Pelota,Boxing,Breaking,Canoeing,Cricket,Croquet,Cycling,Equestrian,Fencing,Field hockey,Football,Golf,Gymnastics,Handball,Jeu de Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Rackets,Roque,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug of War,Volleyball,Water Motorsports,Weightlifting,Wrestling,menPropotion
615,1992,AUT,127,41,Austria,0,2,0,2,25,257,88,17,11,0,20,4,0,0,0,0,0,4,0,0,5,9,8,0,0,0,0,14,0,6,0,0,0,0,0,0,12,0,13,9,0,0,0,3,0,7,0,0,0,0,0,2,0.6929133858267716
616,1992,BAH,18,54,Bahamas,0,0,1,1,25,257,15,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.8333333333333334
617,1992,BEL,103,44,Belgium,0,1,2,3,25,257,64,10,24,1,8,1,0,0,0,1,0,4,0,0,9,16,0,0,0,0,6,0,0,9,0,0,0,0,0,0,9,0,5,5,0,0,0,3,0,1,0,0,0,0,0,1,0.6213592233009708
618,1992,BRA,233,25,Brazil,2,1,0,3,25,257,173,25,29,2,31,0,0,24,0,4,0,9,0,0,9,10,4,0,0,0,13,14,0,14,0,0,0,0,0,0,8,0,17,4,0,0,0,8,0,7,0,0,24,0,1,1,0.7424892703862661
619,1992,BUL,236,18,Bulgaria,3,7,6,16,25,257,146,16,12,1,23,11,0,0,0,7,0,18,0,0,1,1,0,0,0,0,86,0,0,5,0,0,2,0,0,0,18,0,0,17,0,0,0,1,0,3,0,0,0,0,10,20,0.6186440677966102
620,1992,CAN,445,11,Canada,7,4,7,18,25,257,251,42,76,6,64,11,0,0,0,10,0,27,0,0,16,22,24,15,0,0,59,0,0,12,0,0,2,0,0,0,33,0,16,16,0,0,0,2,0,7,0,0,12,0,2,13,0.5640449438202247
621,1992,CHN,394,4,China,16,22,16,54,25,257,189,30,55,12,38,13,0,23,0,4,0,6,0,0,10,0,24,0,0,0,86,0,0,10,0,0,1,0,0,0,33,0,3,26,0,0,0,14,0,6,0,0,12,0,10,8,0.4796954314720812
622,1992,COL,61,54,Colombia,0,0,1,1,25,257,58,3,4,1,6,0,0,0,0,3,0,0,0,0,11,6,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0.9508196721311475
623,1992,CRO,46,44,Croatia,0,1,2,3,25,257,40,6,0,0,2,0,0,12,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,0,0,3,0,4,0,0,0,0,0,1,0.8695652173913043
624,1992,CUB,196,5,Cuba,14,6,11,31,25,257,139,17,17,0,38,0,20,12,0,12,0,9,0,0,5,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,8,0,0,0,0,22,0,8,15,0.7091836734693877
625,1992,DEN,144,30,Denmark,1,1,4,6,25,257,90,21,29,6,3,12,0,0,0,4,0,10,0,0,12,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,0,16,7,0,0,0,0,0,3,0,0,0,0,2,0,0.625
626,1992,ESP,537,6,Spain,13,7,2,22,25,257,360,48,63,7,62,2,20,23,0,7,0,27,0,0,18,17,26,31,17,0,52,30,0,12,0,0,6,0,0,0,22,0,17,22,0,0,0,7,0,9,0,0,24,0,6,10,0.6703910614525139
627,1992,EST,46,34,Estonia,1,0,1,2,25,257,40,4,10,1,6,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,4,4,0,0,0,1,0,0,0,0,0,0,0,4,0.8695652173913043
628,1992,ETH,24,33,Ethiopia,1,0,2,3,25,257,18,1,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
629,1992,EUN,650,1,Unified Team,45,38,29,112,25,257,405,58,93,12,114,2,0,24,0,12,0,23,0,0,21,15,32,15,0,0,86,25,0,13,0,0,6,0,0,0,47,0,14,28,0,0,0,11,0,7,0,0,20,0,10,20,0.6230769230769231
630,1992,FIN,130,29,Finland,1,2,2,5,25,257,90,11,39,6,30,2,0,0,0,1,0,3,0,0,3,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,3,0,8,15,0,0,0,0,0,0,0,0,0,0,4,7,0.6923076923076923
631,1992,FRA,486,9,France,8,5,16,29,25,257,321,51,76,12,68,6,0,0,0,5,0,36,0,0,20,24,32,0,0,0,59,16,0,14,0,0,6,0,0,0,25,0,17,24,0,0,0,9,0,10,0,0,12,0,6,9,0.6604938271604939
632,1992,GBR,512,13,Great Britain,5,3,12,20,25,257,326,49,75,12,105,12,0,0,0,10,0,27,0,0,17,24,24,31,0,0,60,0,0,14,0,0,6,0,0,0,46,0,17,8,0,0,0,8,0,9,0,0,0,0,6,1,0.63671875
633,1992,GHA,41,54,Ghana,0,0,1,1,25,257,37,3,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.9024390243902439
634,1992,GRE,76,26,Greece,2,0,0,2,25,257,60,6,18,0,11,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,9,6,0,0,0,0,0,5,0,0,0,0,5,11,0.7894736842105263
635,1992,HUN,351,8,Hungary,11,12,7,30,25,257,240,27,47,6,27,5,0,0,0,8,0,23,0,0,4,9,32,0,0,0,86,15,0,12,0,0,6,0,0,0,8,0,8,26,0,0,0,1,0,1,0,0,0,0,10,17,0.6837606837606838
636,1992,INA,51,24,Indonesia,2,2,1,5,25,257,30,8,0,7,0,13,0,0,0,2,0,6,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,4,0,0.5882352941176471
637,1992,IRI,44,44,Iran,0,1,2,3,25,257,44,2,0,0,3,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,16,1.0
638,1992,IRL,77,32,Ireland,1,1,0,2,25,257,62,8,6,1,20,0,0,0,0,6,0,8,0,0,7,17,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0.8051948051948052
639,1992,ISR,44,48,Israel,0,1,1,2,25,257,35,2,10,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,3,4,0.7954545454545454
640,1992,ITA,431,12,Italy,6,5,8,19,25,257,324,38,75,7,44,0,20,12,0,5,0,19,0,0,20,24,32,0,16,0,60,0,0,9,0,0,6,0,0,0,21,0,14,16,0,0,0,1,0,10,0,0,12,0,3,5,0.7517401392111369
641,1992,JAM,51,38,Jamaica,0,3,1,4,25,257,27,5,0,0,42,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5294117647058824
642,1992,JPN,392,17,Japan,3,8,11,22,25,257,266,29,71,12,37,14,20,0,0,4,0,8,0,0,14,17,6,0,0,0,65,0,0,14,0,0,1,0,0,0,13,0,7,19,0,0,0,14,0,6,0,0,24,0,10,16,0.6785714285714286
643,1992,KEN,55,21,Kenya,2,4,2,8,25,257,46,1,0,0,43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.8363636363636363
644,1992,KOR,322,7,South Korea,12,5,12,29,25,257,228,25,8,12,11,12,0,0,0,11,0,12,0,0,5,9,24,16,14,0,60,28,0,14,0,0,6,0,0,0,2,0,3,17,0,0,0,14,0,6,0,0,12,0,10,16,0.7080745341614907
645,1992,LAT,40,40,Latvia,0,2,1,3,25,257,29,3,1,0,7,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,3,0,2,2,0,0,0,0,0,4,0,0,0,0,2,1,0.725
646,1992,LTU,54,34,Lithuania,1,0,1,2,25,257,42,6,4,0,8,0,0,12,0,4,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778
647,1992,MAR,45,31,Morocco,1,1,1,3,25,257,44,2,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,4,0.9777777777777777
648,1992,MAS,30,54,Malaysia,0,0,1,1,25,257,30,2,3,0,1,6,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
649,1992,MEX,140,49,Mexico,0,1,0,1,25,257,102,16,27,7,26,0,0,0,0,4,0,6,0,0,6,10,0,0,16,0,12,0,0,1,0,0,6,0,0,0,5,0,3,1,0,0,0,0,0,8,0,0,0,0,0,2,0.7285714285714285
650,1992,MGL,38,52,Mongolia,0,0,2,2,25,257,30,1,0,1,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,7,0.7894736842105263
651,1992,NED,257,20,Netherlands,2,6,7,15,25,257,135,33,46,12,17,5,0,0,0,5,0,6,0,0,20,24,0,32,0,0,5,0,0,10,0,0,0,0,0,0,20,0,14,4,0,0,0,5,0,9,0,0,23,0,0,0,0.5252918287937743
652,1992,NGR,72,38,Nigeria,0,3,1,4,25,257,42,6,4,0,24,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,5,0.5833333333333334
653,1992,NOR,114,22,Norway,2,4,1,7,25,257,72,16,19,1,9,1,0,0,0,1,0,12,0,0,11,1,0,0,0,0,5,14,0,1,0,0,0,0,0,0,6,0,14,14,0,0,0,0,0,3,0,0,0,0,0,2,0.631578947368421
654,1992,NZL,175,28,New Zealand,1,4,5,10,25,257,127,23,31,1,13,7,0,0,0,3,0,11,0,0,19,14,1,31,0,0,0,0,0,4,0,0,0,0,0,0,12,0,17,4,0,0,0,5,0,0,0,0,0,0,0,2,0.7257142857142858
655,1992,PAK,28,54,Pakistan,0,0,1,1,25,257,28,2,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
656,1992,PER,21,49,Peru,0,1,0,1,25,257,15,2,5,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,0,1,0,0.7142857142857143
657,1992,PHI,38,54,Philippines,0,0,1,1,25,257,33,2,17,0,3,0,0,0,0,6,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.868421052631579
658,1992,POL,263,19,Poland,3,6,10,19,25,257,191,26,35,12,25,8,0,0,0,8,0,24,0,0,10,8,32,0,16,0,2,0,0,11,0,0,6,0,0,0,15,0,4,18,0,0,0,4,0,3,0,0,0,0,9,13,0.7262357414448669
659,1992,PRK,123,16,North Korea,4,0,5,9,25,257,59,4,4,6,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,59,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,0,0,0,10,4,0.4796747967479675
660,1992,PUR,101,54,Puerto Rico,0,0,1,1,25,257,92,7,28,0,8,0,20,12,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0,0,1,4,0.9108910891089109
661,1992,QAT,30,54,Qatar,0,0,1,1,25,257,30,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
662,1992,ROU,306,14,Romania,4,6,8,18,25,257,169,28,36,0,27,1,0,0,0,5,0,23,0,0,0,0,24,0,0,0,86,15,0,6,0,0,1,0,0,0,45,0,0,8,0,0,0,6,0,6,0,0,0,0,6,11,0.5522875816993464
663,1992,RSA,141,41,South Africa,0,2,0,2,25,257,96,16,42,2,17,4,0,0,0,2,0,16,0,0,8,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,11,2,0,0,0,2,0,9,0,0,0,0,1,3,0.6808510638297872
664,1992,SLO,47,52,Slovenia,0,0,2,2,25,257,40,5,9,1,4,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,6,0,3,3,0,0,0,1,0,4,0,0,0,0,0,0,0.851063829787234
665,1992,SUI,171,37,Switzerland,1,0,0,1,25,257,128,17,15,0,16,4,0,0,0,0,0,7,0,0,14,14,3,0,0,0,48,0,0,5,0,0,1,0,0,0,9,0,10,13,0,0,0,0,0,8,0,0,0,0,0,4,0.7485380116959064
666,1992,SWE,252,27,Sweden,1,7,4,12,25,257,184,30,35,6,20,10,0,0,0,3,0,19,0,0,10,24,9,0,16,0,7,16,0,6,0,0,6,0,0,0,7,0,15,12,0,0,0,10,0,8,0,0,0,0,5,8,0.7301587301587301
667,1992,TCH,269,15,Czechoslovakia,4,2,1,7,25,257,179,22,33,1,19,2,0,12,0,4,0,34,0,0,14,1,8,0,0,0,31,16,0,5,0,0,6,0,0,0,32,0,3,24,0,0,0,6,0,6,0,0,0,0,5,7,0.6654275092936803
668,1992,THA,64,54,Thailand,0,0,1,1,25,257,29,7,15,0,26,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0.453125
669,1992,TPE,38,49,Chinese Taipei,0,1,0,1,25,257,26,2,0,6,3,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.6842105263157895
670,1992,TUR,54,23,Turkey,2,2,2,6,25,257,46,2,10,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,6,15,0.8518518518518519
671,1992,USA,734,2,United States,37,34,37,108,25,257,454,62,112,12,136,9,20,24,0,12,0,38,0,0,20,24,22,0,17,0,86,13,0,13,0,0,6,0,0,0,52,0,17,28,0,0,0,9,0,10,0,0,24,0,10,20,0.6185286103542235
672,1996,ALG,47,34,Algeria,2,0,1,3,25.0,271.0,41,1,3,0,8,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,16,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.8723404255319149
673,1996,ARG,221,54,Argentina,0,2,1,3,25.0,271.0,152,25,22,0,9,0,0,12,0,5,0,6,0,0,11,9,7,32,18,0,12,0,0,8,0,0,0,0,0,0,22,0,10,10,0,0,0,0,0,10,0,0,14,0,3,1,0.6877828054298643
674,1996,AUS,550,7,Australia,9,9,23,41,25.0,271.0,307,53,85,8,72,13,35,24,0,8,0,24,0,0,28,16,1,32,16,0,55,0,0,12,0,0,1,0,0,0,47,0,16,20,0,0,0,7,0,8,0,0,6,0,7,9,0.5581818181818182
675,1996,AUT,92,57,Austria,0,1,2,3,25.0,271.0,71,11,10,0,13,1,0,0,0,0,0,3,0,0,11,9,6,0,0,0,2,0,0,5,0,0,0,0,0,0,13,0,6,6,0,0,0,6,0,1,0,0,0,0,0,0,0.7717391304347826
676,1996,BAH,36,61,Bahamas,0,1,0,1,25.0,271.0,23,5,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0.6388888888888888
677,1996,BEL,81,31,Belgium,2,2,2,6,25.0,271.0,53,6,11,1,14,0,0,0,0,0,0,5,0,0,10,10,0,0,0,0,1,0,0,7,0,0,0,0,0,0,5,0,3,6,0,0,0,2,0,5,0,0,0,0,0,1,0.654320987654321
678,1996,BLR,259,37,Belarus,1,6,8,15,25.0,271.0,145,14,24,2,38,4,0,0,0,5,0,4,0,0,7,0,1,0,0,0,98,0,0,4,0,0,0,0,0,0,17,0,6,18,0,0,0,3,0,4,0,0,0,0,9,15,0.5598455598455598
679,1996,BRA,251,25,Brazil,3,3,9,15,25.0,271.0,182,24,21,0,50,0,0,24,0,6,0,4,0,0,9,13,0,0,33,0,0,16,0,12,0,0,0,0,0,0,6,0,14,1,0,0,0,7,0,3,0,0,31,0,1,0,0.7250996015936255
680,1996,BUL,181,22,Bulgaria,3,7,5,15,25.0,271.0,128,15,3,1,23,6,0,0,0,6,0,17,0,0,0,0,3,0,0,0,64,0,0,1,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,3,0,0,12,0,10,12,0.7071823204419889
681,1996,CAN,408,21,Canada,3,11,8,22,25.0,271.0,206,44,66,6,47,16,15,12,0,11,0,25,0,0,18,19,13,0,0,0,37,0,0,11,0,0,0,0,0,0,36,0,16,10,0,0,0,8,0,8,0,0,18,0,2,14,0.5049019607843137
682,1996,CHN,438,4,China,16,22,12,50,25.0,271.0,179,35,64,12,36,22,15,24,0,3,0,11,0,0,6,0,15,0,15,0,98,12,0,11,0,0,0,0,0,0,15,0,5,30,0,0,0,14,0,6,0,0,9,0,10,5,0.408675799086758
683,1996,CRO,117,45,Croatia,1,1,0,2,25.0,271.0,101,16,38,0,3,0,0,12,0,1,0,8,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,8,0,3,8,0,0,0,6,0,6,0,0,0,0,0,1,0.8632478632478633
684,1996,CUB,178,8,Cuba,9,8,8,25,25.0,271.0,118,13,6,0,50,0,20,12,0,12,0,0,0,0,2,0,13,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,24,0,5,15,0.6629213483146067
685,1996,DEN,145,19,Denmark,4,1,1,6,25.0,271.0,65,18,22,0,7,22,0,0,0,2,0,6,0,0,13,3,1,0,15,0,0,15,0,0,0,0,0,0,0,0,13,0,11,11,0,0,0,0,0,4,0,0,0,0,0,0,0.4482758620689655
686,1996,ECU,28,49,Ecuador,1,0,0,1,25.0,271.0,26,3,13,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0.9285714285714286
687,1996,ESP,384,13,Spain,5,6,6,17,25.0,271.0,236,35,48,1,62,0,0,0,0,1,0,28,0,0,25,23,16,32,17,0,54,16,0,9,0,0,0,0,0,0,11,0,16,10,0,0,0,0,0,10,0,0,4,0,1,0,0.6145833333333334
688,1996,FIN,105,40,Finland,1,2,1,4,25.0,271.0,60,7,30,6,29,2,0,0,0,0,0,2,0,0,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,2,5,0.5714285714285714
689,1996,FRA,453,5,France,15,7,15,37,25.0,271.0,283,44,58,7,57,2,0,0,0,7,0,19,0,0,28,23,27,0,17,0,99,16,0,14,0,0,2,0,0,0,21,0,13,18,0,0,0,9,0,8,0,0,4,0,2,2,0.6247240618101545
690,1996,GBR,391,36,Great Britain,1,8,6,15,25.0,271.0,232,41,58,3,93,22,0,0,0,2,0,20,0,0,22,23,2,32,0,0,24,0,0,13,0,0,1,0,0,0,37,0,16,7,0,0,0,5,0,7,0,0,2,0,1,1,0.5933503836317136
691,1996,GEO,42,68,Georgia,0,0,2,2,25.0,271.0,33,1,2,1,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,8,0,0,6,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,8,0.7857142857142857
692,1996,GRE,180,16,Greece,4,4,0,8,25.0,271.0,101,12,36,0,29,0,0,12,0,2,0,0,0,0,3,0,1,0,0,0,50,0,0,1,0,0,0,0,0,0,5,0,14,3,0,0,0,2,0,3,0,0,0,0,10,9,0.5611111111111111
693,1996,HKG,32,49,Hong Kong,1,0,0,1,25.0,271.0,21,6,9,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,1,0,0,0,7,0,0,0,0,0,0,0,0,0.65625
694,1996,HUN,315,12,Hungary,7,4,10,21,25.0,271.0,194,27,55,2,23,1,0,0,0,5,0,23,0,0,1,5,30,0,17,0,63,16,0,7,0,0,3,0,0,0,3,0,12,18,0,0,0,6,0,7,0,0,0,0,7,11,0.6158730158730159
695,1996,INA,45,41,Indonesia,1,1,2,4,25.0,271.0,24,7,2,6,1,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,4,0,1,0,0.5333333333333333
696,1996,IND,54,71,India,0,0,1,1,25.0,271.0,45,4,2,6,6,2,0,0,0,3,0,0,0,0,0,1,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,5,1,0.8333333333333334
697,1996,IRL,99,28,Ireland,3,0,1,4,25.0,271.0,77,10,11,1,25,0,0,0,0,4,0,8,0,0,5,14,0,0,0,0,7,0,0,2,0,0,0,0,0,0,6,0,10,4,0,0,0,0,0,2,0,0,0,0,0,0,0.7777777777777778
698,1996,ISR,38,71,Israel,0,0,1,1,25.0,271.0,28,4,10,0,4,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0.7368421052631579
699,1996,ITA,460,6,Italy,13,10,12,35,25.0,271.0,324,46,55,12,59,0,20,12,0,5,0,18,0,0,26,22,30,0,17,0,69,0,0,9,0,0,3,0,0,0,32,0,16,19,0,0,0,4,0,10,0,0,16,0,2,4,0.7043478260869566
700,1996,JAM,69,39,Jamaica,1,3,2,6,25.0,271.0,37,6,2,0,58,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0.5362318840579711
701,1996,JPN,448,23,Japan,3,6,5,14,25.0,271.0,231,35,71,8,39,7,35,12,0,3,0,10,0,0,9,14,7,0,33,0,89,0,0,14,0,0,0,0,0,0,11,0,10,17,0,0,0,14,0,8,0,0,18,0,7,12,0.515625
702,1996,KAZ,142,24,Kazakhstan,3,4,4,11,25.0,271.0,106,9,23,12,18,0,0,0,0,8,0,16,0,0,8,0,1,0,0,0,19,0,0,8,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,11,0.7464788732394366
703,1996,KEN,54,38,Kenya,1,4,3,8,25.0,271.0,44,1,0,2,45,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8148148148148148
704,1996,KOR,417,10,South Korea,7,15,5,27,25.0,271.0,272,34,48,12,17,20,20,23,0,9,0,4,0,0,10,0,25,32,16,0,60,16,0,11,0,0,1,0,0,0,4,0,5,21,0,0,0,14,0,6,0,0,21,0,7,15,0.6522781774580336
705,1996,LAT,55,61,Latvia,0,1,0,1,25.0,271.0,38,2,6,0,17,0,0,0,0,1,0,3,0,0,7,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,5,1,0.6909090909090909
706,1996,LTU,81,71,Lithuania,0,0,1,1,25.0,271.0,59,6,18,0,14,0,0,11,0,1,0,4,0,0,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0.7283950617283951
707,1996,MAS,43,58,Malaysia,0,1,1,2,25.0,271.0,40,3,13,0,3,7,0,0,0,1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9302325581395349
708,1996,MDA,50,58,Moldova,0,1,1,2,25.0,271.0,45,2,11,2,7,0,0,0,0,2,0,6,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0.9
709,1996,MEX,111,71,Mexico,0,0,1,1,25.0,271.0,80,9,19,3,16,0,0,0,0,8,0,9,0,0,9,9,0,0,14,0,0,0,0,2,0,0,2,0,0,0,2,0,2,1,0,0,0,1,0,5,0,0,2,0,0,7,0.7207207207207207
710,1996,NED,290,15,Netherlands,4,5,10,19,25.0,271.0,162,36,57,2,10,7,35,0,0,0,0,2,0,0,23,16,0,32,0,0,0,0,0,10,0,0,0,0,0,0,36,0,12,2,0,0,0,10,0,8,0,0,28,0,0,0,0.5586206896551724
711,1996,NGR,84,32,Nigeria,2,1,3,6,25.0,271.0,57,8,0,0,45,4,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,4,0.6785714285714286
712,1996,NOR,116,30,Norway,2,2,3,7,25.0,271.0,54,11,10,2,13,0,0,0,0,1,0,6,0,0,7,0,0,0,16,0,7,15,0,0,0,0,0,0,0,0,11,0,8,13,0,0,0,0,0,1,0,0,4,0,1,1,0.46551724137931033
713,1996,NZL,129,26,New Zealand,3,2,1,6,25.0,271.0,84,18,40,1,19,3,0,0,0,1,0,1,0,0,21,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,16,2,0,0,0,1,0,1,0,0,2,0,0,0,0.6511627906976745
714,1996,POL,207,11,Poland,7,5,5,17,25.0,271.0,154,22,22,7,27,1,0,0,0,4,0,25,0,0,10,5,20,0,0,0,2,0,0,12,0,0,2,0,0,0,12,0,6,18,0,0,0,3,0,4,0,0,11,0,5,11,0.7439613526570048
715,1996,POR,131,47,Portugal,1,0,1,2,25.0,271.0,92,10,22,1,34,0,0,0,0,0,0,10,0,0,6,2,1,0,19,0,5,0,0,5,0,0,1,0,0,0,4,0,9,6,0,0,0,0,0,2,0,0,2,0,1,1,0.7022900763358778
716,1996,PRK,36,33,North Korea,2,1,2,5,25.0,271.0,23,2,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,2,3,0.6388888888888888
717,1996,PUR,91,71,Puerto Rico,0,0,1,1,25.0,271.0,63,4,19,1,6,0,15,12,0,7,0,0,0,0,1,1,1,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,5,0.6923076923076923
