Country,Year,Sport,Gold,Silver,Bronze,Total_medal,athlete_count,female_count,male_count,participated_team_events_count
Mongolia,1996,Judo,0,0,1,1,3,0,3,0
Mongolia,1996,Shooting,0,0,0,0,4,4,0,0
Mongolia,1996,Wrestling,0,0,0,0,4,0,4,0
Mongolia,2000,Athletics,0,0,0,0,2,1,1,0
Mongolia,2000,Boxing,0,0,0,0,1,0,1,0
Mongolia,2000,Judo,0,0,0,0,8,3,5,0
Mongolia,2000,Shooting,0,0,0,0,6,6,0,0
Mongolia,2000,Swimming,0,0,0,0,2,1,1,1
Mongolia,2000,Wrestling,0,0,0,0,4,0,4,0
Mongolia,2004,Athletics,0,0,0,0,2,1,1,0
Mongolia,2004,Boxing,0,0,0,0,1,0,1,0
Mongolia,2004,Judo,0,0,1,1,8,2,6,0
Mongolia,2004,Shooting,0,0,0,0,2,2,0,0
Mongolia,2004,Swimming,0,0,0,0,1,0,1,0
Mongolia,2004,Weightlifting,0,0,0,0,1,1,0,0
Mongolia,2004,Wrestling,0,0,0,0,6,2,4,0
Mongolia,2008,Athletics,0,0,0,0,2,1,1,0
Mongolia,2008,Boxing,1,1,0,2,4,0,4,0
Mongolia,2008,Judo,1,0,0,1,10,5,5,0
Mongolia,2008,Shooting,0,1,0,1,6,6,0,0
Mongolia,2008,Swimming,0,0,0,0,2,1,1,0
Mongolia,2008,Weightlifting,0,0,0,0,1,1,0,0
Mongolia,2008,Wrestling,0,0,0,0,6,3,3,0
Mongolia,2012,Archery,0,0,0,0,2,1,1,0
Mongolia,2012,Athletics,0,0,0,0,2,1,1,0
Mongolia,2012,Boxing,0,1,1,2,4,0,4,0
Mongolia,2012,Judo,0,1,1,2,9,5,4,0
Mongolia,2012,Shooting,0,0,0,0,5,2,3,0
Mongolia,2012,Swimming,0,0,0,0,2,1,1,0
Mongolia,2012,Wrestling,0,0,1,1,8,4,4,0
Mongolia,2016,Archery,0,0,0,0,1,0,1,0
Mongolia,2016,Athletics,0,0,0,0,5,2,3,0
Mongolia,2016,Boxing,0,0,1,1,6,0,6,0
Mongolia,2016,Judo,0,1,0,1,13,6,7,0
Mongolia,2016,Shooting,0,0,0,0,6,6,0,0
Mongolia,2016,Swimming,0,0,0,0,2,1,1,1
Mongolia,2016,Taekwondo,0,0,0,0,1,0,1,0
Mongolia,2016,Weightlifting,0,0,0,0,2,1,1,0
Mongolia,2016,Wrestling,0,0,0,0,10,4,6,0
Mongolia,2020,3x3 Basketball,0,0,0,0,4,4,0,1
Mongolia,2020,Archery,0,0,0,0,4,2,2,1
Mongolia,2020,Athletics,0,0,0,0,3,1,2,0
Mongolia,2020,Boxing,0,0,0,0,3,1,2,0
Mongolia,2020,Judo,0,1,2,3,22,9,13,1
Mongolia,2020,Shooting,0,0,0,0,10,7,3,1
Mongolia,2020,Swimming,0,0,0,0,2,1,1,0
Mongolia,2020,Table Tennis,0,0,0,0,2,1,1,0
Mongolia,2020,Weightlifting,0,0,0,0,2,2,0,0
Mongolia,2020,Wrestling,0,0,1,1,9,6,3,0
Mongolia,2024,Archery,0,0,0,0,1,0,1,0
Mongolia,2024,Athletics,0,0,0,0,3,2,1,0
Mongolia,2024,Boxing,0,0,0,0,2,2,0,0
Mongolia,2024,Cycling Road,0,0,0,0,2,0,2,0
Mongolia,2024,Judo,0,1,0,1,20,10,10,1
Mongolia,2024,Shooting,0,0,0,0,8,3,5,1
Mongolia,2024,Swimming,0,0,0,0,2,1,1,0
Mongolia,2024,Weightlifting,0,0,0,0,1,1,0,0
Mongolia,2024,Wrestling,0,0,0,0,9,6,3,0
Montenegro,2008,Athletics,0,0,0,0,2,1,1,0
Montenegro,2008,Boxing,0,0,0,0,1,0,1,0
Montenegro,2008,Judo,0,0,0,0,1,0,1,0
Montenegro,2008,Shooting,0,0,0,0,2,0,2,0
Montenegro,2008,Swimming,0,0,0,0,1,1,0,0
Montenegro,2008,Water Polo,0,0,0,0,13,0,13,1
Montenegro,2012,Athletics,0,0,0,0,2,1,1,0
Montenegro,2012,Boxing,0,0,0,0,1,0,1,0
Montenegro,2012,Handball,0,1,0,1,14,14,0,1
Montenegro,2012,Judo,0,0,0,0,1,0,1,0
Montenegro,2012,Sailing,0,0,0,0,1,0,1,0
Montenegro,2012,Shooting,0,0,0,0,2,0,2,0
Montenegro,2012,Water Polo,0,0,0,0,13,0,13,1
Montenegro,2016,Athletics,0,0,0,0,2,1,1,0
Montenegro,2016,Handball,0,0,0,0,15,15,0,1
Montenegro,2016,Judo,0,0,0,0,1,0,1,0
Montenegro,2016,Sailing,0,0,0,0,1,0,1,0
Montenegro,2016,Swimming,0,0,0,0,2,1,1,2
Montenegro,2016,Tennis,0,0,0,0,1,1,0,0
Montenegro,2016,Water Polo,0,0,0,0,13,0,13,1
Montenegro,2020,Athletics,0,0,0,0,2,1,1,0
Montenegro,2020,Handball,0,0,0,0,15,15,0,1
Montenegro,2020,Judo,0,0,0,0,1,1,0,0
Montenegro,2020,Sailing,0,0,0,0,1,0,1,0
Montenegro,2020,Shooting,0,0,0,0,1,1,0,0
Montenegro,2020,Swimming,0,0,0,0,2,1,1,0
Montenegro,2020,Water Polo,0,0,0,0,13,0,13,1
Montenegro,2024,Athletics,0,0,0,0,1,0,1,0
Montenegro,2024,Boxing,0,0,0,0,1,1,0,0
Montenegro,2024,Sailing,0,0,0,0,1,0,1,0
Montenegro,2024,Swimming,0,0,0,0,2,1,1,0
Montenegro,2024,Tennis,0,0,0,0,1,1,0,0
Montenegro,2024,Water Polo,0,0,0,0,13,0,13,1
Morocco,1960,Athletics,0,1,0,1,10,0,10,0
Morocco,1960,Boxing,0,0,0,0,7,0,7,0
Morocco,1960,Cycling,0,0,0,0,8,0,8,1
Morocco,1960,Fencing,0,0,0,0,24,0,24,3
Morocco,1960,Gymnastics,0,0,0,0,44,0,44,4
Morocco,1960,Modern Pentathlon,0,0,0,0,2,0,2,0
Morocco,1960,Sailing,0,0,0,0,1,0,1,0
Morocco,1960,Shooting,0,0,0,0,6,0,6,0
Morocco,1960,Weightlifting,0,0,0,0,4,0,4,0
Morocco,1960,Wrestling,0,0,0,0,5,0,5,0
Morocco,1964,Athletics,0,0,0,0,5,0,5,0
Morocco,1964,Boxing,0,0,0,0,2,0,2,0
Morocco,1964,Football,0,0,0,0,12,0,12,1
Morocco,1964,Weightlifting,0,0,0,0,2,0,2,0
Morocco,1968,Athletics,0,0,0,0,4,0,4,0
Morocco,1968,Basketball,0,0,0,0,12,0,12,1
Morocco,1968,Boxing,0,0,0,0,5,0,5,0
Morocco,1968,Wrestling,0,0,0,0,4,0,4,0
Morocco,1972,Athletics,0,0,0,0,11,3,8,1
Morocco,1972,Boxing,0,0,0,0,3,0,3,0
Morocco,1972,Football,0,0,0,0,18,0,18,1
Morocco,1972,Judo,0,0,0,0,4,0,4,0
Morocco,1972,Wrestling,0,0,0,0,3,0,3,0
Morocco,1976,Boxing,0,0,0,0,5,0,5,0
Morocco,1976,Wrestling,0,0,0,0,4,0,4,0
Morocco,1984,Athletics,2,0,0,2,4,1,3,0
Morocco,1984,Boxing,0,0,0,0,4,0,4,0
Morocco,1984,Cycling,0,0,0,0,4,0,4,0
Morocco,1984,Football,0,0,0,0,15,0,15,1
Morocco,1984,Judo,0,0,0,0,3,0,3,0
Morocco,1984,Wrestling,0,0,0,0,5,0,5,0
Morocco,1988,Athletics,1,0,1,2,13,4,9,0
Morocco,1988,Boxing,0,0,1,1,7,0,7,0
Morocco,1988,Judo,0,0,0,0,4,0,4,0
Morocco,1988,Wrestling,0,0,0,0,5,0,5,0
Morocco,1992,Athletics,1,1,0,2,14,1,13,1
Morocco,1992,Boxing,0,0,1,1,7,0,7,0
Morocco,1992,Football,0,0,0,0,16,0,16,1
Morocco,1992,Table Tennis,0,0,0,0,1,0,1,0
Morocco,1992,Tennis,0,0,0,0,2,0,2,0
Morocco,1992,Weightlifting,0,0,0,0,1,0,1,0
Morocco,1992,Wrestling,0,0,0,0,4,0,4,0
Morocco,1996,Athletics,0,0,2,2,17,1,16,0
Morocco,1996,Boxing,0,0,0,0,6,0,6,0
Morocco,1996,Gymnastics,0,0,0,0,5,5,0,1
Morocco,1996,Judo,0,0,0,0,3,0,3,0
Morocco,1996,Tennis,0,0,0,0,1,0,1,0
Morocco,1996,Weightlifting,0,0,0,0,1,0,1,0
Morocco,1996,Wrestling,0,0,0,0,5,0,5,0
Morocco,2000,Athletics,0,1,3,4,24,7,17,0
Morocco,2000,Boxing,0,0,1,1,5,0,5,0
Morocco,2000,Canoeing,0,0,0,0,1,0,1,0
Morocco,2000,Football,0,0,0,0,17,0,17,1
Morocco,2000,Judo,0,0,0,0,2,0,2,0
Morocco,2000,Sailing,0,0,0,0,1,0,1,0
Morocco,2000,Swimming,0,0,0,0,1,0,1,0
Morocco,2000,Taekwondo,0,0,0,0,3,2,1,0
Morocco,2000,Tennis,0,0,0,0,1,0,1,0
Morocco,2004,Athletics,2,1,0,3,24,7,17,0
Morocco,2004,Boxing,0,0,0,0,7,0,7,0
Morocco,2004,Fencing,0,0,0,0,1,0,1,0
Morocco,2004,Football,0,0,0,0,16,0,16,1
Morocco,2004,Judo,0,0,0,0,2,0,2,0
Morocco,2004,Swimming,0,0,0,0,1,0,1,0
Morocco,2004,Taekwondo,0,0,0,0,3,2,1,0
Morocco,2004,Tennis,0,0,0,0,2,0,2,0
Morocco,2004,Weightlifting,0,0,0,0,1,0,1,0
Morocco,2008,Archery,0,0,0,0,1,1,0,0
Morocco,2008,Athletics,0,1,1,2,27,7,20,0
Morocco,2008,Boxing,0,0,0,0,10,0,10,0
Morocco,2008,Fencing,0,0,0,0,2,0,2,0
Morocco,2008,Judo,0,0,0,0,4,0,4,0
Morocco,2008,Swimming,0,0,0,0,2,2,0,0
Morocco,2008,Taekwondo,0,0,0,0,3,2,1,0
Morocco,2012,Athletics,0,0,1,1,22,10,12,0
Morocco,2012,Boxing,0,0,0,0,8,1,7,0
Morocco,2012,Canoeing,0,0,0,0,1,1,0,0
Morocco,2012,Cycling,0,0,0,0,4,0,4,0
Morocco,2012,Equestrianism,0,0,0,0,1,0,1,0
Morocco,2012,Fencing,0,0,0,0,2,0,2,0
Morocco,2012,Football,0,0,0,0,16,0,16,1
Morocco,2012,Judo,0,0,0,0,4,1,3,0
Morocco,2012,Shooting,0,0,0,0,1,1,0,0
Morocco,2012,Swimming,0,0,0,0,3,3,0,0
Morocco,2012,Taekwondo,0,0,0,0,3,2,1,0
Morocco,2012,Wrestling,0,0,0,0,2,0,2,0
Morocco,2016,Athletics,0,0,0,0,22,9,13,0
Morocco,2016,Boxing,0,0,1,1,7,3,4,0
Morocco,2016,Canoeing,0,0,0,0,1,1,0,0
Morocco,2016,Cycling,0,0,0,0,4,0,4,0
Morocco,2016,Equestrianism,0,0,0,0,1,0,1,0
Morocco,2016,Fencing,0,0,0,0,1,1,0,0
Morocco,2016,Golf,0,0,0,0,1,1,0,0
Morocco,2016,Judo,0,0,0,0,3,2,1,0
Morocco,2016,Shooting,0,0,0,0,2,0,2,0
Morocco,2016,Swimming,0,0,0,0,2,1,1,0
Morocco,2016,Taekwondo,0,0,0,0,3,2,1,0
Morocco,2016,Weightlifting,0,0,0,0,2,1,1,0
Morocco,2016,Wrestling,0,0,0,0,3,0,3,0
Morocco,2020,Athletics,1,0,0,1,16,3,13,0
Morocco,2020,Beach Volleyball,0,0,0,0,2,0,2,1
Morocco,2020,Boxing,0,0,0,0,6,2,4,0
Morocco,2020,Canoe Slalom,0,0,0,0,2,1,1,0
Morocco,2020,Cycling Road,0,0,0,0,1,0,1,0
Morocco,2020,Equestrian,0,0,0,0,8,0,8,1
Morocco,2020,Fencing,0,0,0,0,1,0,1,0
Morocco,2020,Golf,0,0,0,0,1,1,0,0
Morocco,2020,Judo,0,0,0,0,2,2,0,0
Morocco,2020,Karate,0,0,0,0,1,1,0,0
Morocco,2020,Rowing,0,0,0,0,1,1,0,0
Morocco,2020,Shooting,0,0,0,0,1,1,0,0
Morocco,2020,Surfing,0,0,0,0,1,0,1,1
Morocco,2020,Swimming,0,0,0,0,2,1,1,0
Morocco,2020,Taekwondo,0,0,0,0,3,2,1,0
Morocco,2020,Triathlon,0,0,0,0,1,0,1,0
Morocco,2020,Weightlifting,0,0,0,0,1,0,1,0
Morocco,2020,Wrestling,0,0,0,0,1,0,1,0
Morocco,2024,Athletics,1,0,0,1,13,5,8,0
Morocco,2024,Beach Volleyball,0,0,0,0,2,0,2,1
Morocco,2024,Boxing,0,0,0,0,3,3,0,0
Morocco,2024,Breaking,0,0,0,0,2,1,1,0
Morocco,2024,Canoe Slalom,0,0,0,0,2,0,2,0
Morocco,2024,Canoe Sprint,0,0,0,0,1,0,1,0
Morocco,2024,Cycling BMX Racing,0,0,0,0,1,0,1,1
Morocco,2024,Cycling Road,0,0,0,0,2,0,2,0
Morocco,2024,Equestrian,0,0,0,0,2,1,1,0
Morocco,2024,Fencing,0,0,0,0,2,1,1,0
Morocco,2024,Football,0,0,1,1,19,0,19,1
Morocco,2024,Golf,0,0,0,0,1,1,0,0
Morocco,2024,Judo,0,0,0,0,3,1,2,0
Morocco,2024,Rowing,0,0,0,0,1,1,0,0
Morocco,2024,Shooting,0,0,0,0,1,0,1,0
Morocco,2024,Skateboarding,0,0,0,0,1,1,0,0
Morocco,2024,Surfing,0,0,0,0,1,0,1,1
Morocco,2024,Swimming,0,0,0,0,2,1,1,0
Morocco,2024,Taekwondo,0,0,0,0,2,2,0,0
Morocco,2024,Triathlon,0,0,0,0,1,0,1,0
Morocco,2024,Wrestling,0,0,0,0,1,0,1,0
Mozambique,1980,Athletics,0,0,0,0,10,3,7,0
Mozambique,1980,Swimming,0,0,0,0,6,0,6,0
Mozambique,1984,Athletics,0,0,0,0,11,2,9,1
Mozambique,1984,Swimming,0,0,0,0,3,0,3,0
Mozambique,1988,Athletics,0,0,0,0,3,1,2,0
Mozambique,1988,Boxing,0,0,0,0,3,0,3,0
Mozambique,1988,Swimming,0,0,0,0,6,3,3,2
Mozambique,1992,Athletics,0,0,0,0,4,3,1,0
Mozambique,1992,Swimming,0,0,0,0,3,1,2,1
Mozambique,1996,Athletics,0,0,1,1,1,1,0,0
Mozambique,1996,Boxing,0,0,0,0,1,0,1,0
Mozambique,1996,Swimming,0,0,0,0,1,0,1,0
Mozambique,2000,Athletics,1,0,0,1,2,1,1,0
Mozambique,2000,Swimming,0,0,0,0,2,1,1,1
Mozambique,2004,Athletics,0,0,0,0,2,1,1,0
Mozambique,2004,Swimming,0,0,0,0,2,1,1,0
Mozambique,2008,Athletics,0,0,0,0,1,1,0,0
Mozambique,2008,Judo,0,0,0,0,1,0,1,0
Mozambique,2008,Swimming,0,0,0,0,2,1,1,1
Mozambique,2012,Athletics,0,0,0,0,2,1,1,0
Mozambique,2012,Boxing,0,0,0,0,1,0,1,0
Mozambique,2012,Judo,0,0,0,0,1,0,1,0
Mozambique,2012,Swimming,0,0,0,0,2,1,1,1
Mozambique,2016,Athletics,0,0,0,0,1,0,1,0
Mozambique,2016,Canoeing,0,0,0,0,4,0,4,1
Mozambique,2016,Judo,0,0,0,0,1,0,1,0
Mozambique,2016,Swimming,0,0,0,0,2,1,1,0
Mozambique,2020,Athletics,0,0,0,0,1,0,1,0
Mozambique,2020,Boxing,0,0,0,0,2,2,0,0
Mozambique,2020,Canoe Sprint,0,0,0,0,1,0,1,0
Mozambique,2020,Judo,0,0,0,0,1,0,1,0
Mozambique,2020,Sailing,0,0,0,0,3,3,0,1
Mozambique,2020,Swimming,0,0,0,0,2,1,1,0
Mozambique,2024,Athletics,0,0,0,0,1,0,1,0
Mozambique,2024,Boxing,0,0,0,0,2,1,1,0
Mozambique,2024,Judo,0,0,0,0,1,1,0,0
Mozambique,2024,Sailing,0,0,0,0,1,1,0,0
Mozambique,2024,Swimming,0,0,0,0,2,1,1,0
Myanmar,1948,Athletics,0,0,0,0,2,0,2,0
Myanmar,1948,Boxing,0,0,0,0,2,0,2,0
Myanmar,1948,Weightlifting,0,0,0,0,1,0,1,0
Myanmar,1952,Boxing,0,0,0,0,3,0,3,0
Myanmar,1952,Weightlifting,0,0,0,0,2,0,2,0
Myanmar,1956,Athletics,0,0,0,0,2,0,2,0
Myanmar,1956,Boxing,0,0,0,0,4,0,4,0
Myanmar,1956,Sailing,0,0,0,0,3,0,3,1
Myanmar,1956,Weightlifting,0,0,0,0,3,0,3,0
Myanmar,1960,Athletics,0,0,0,0,1,0,1,0
Myanmar,1960,Boxing,0,0,0,0,3,0,3,0
Myanmar,1960,Sailing,0,0,0,0,3,0,3,1
Myanmar,1960,Swimming,0,0,0,0,1,0,1,0
Myanmar,1960,Weightlifting,0,0,0,0,2,0,2,0
Myanmar,1964,Athletics,0,0,0,0,2,0,2,0
Myanmar,1964,Boxing,0,0,0,0,3,0,3,0
Myanmar,1964,Shooting,0,0,0,0,2,0,2,0
Myanmar,1964,Swimming,0,0,0,0,2,0,2,0
Myanmar,1964,Weightlifting,0,0,0,0,3,0,3,0
Myanmar,1968,Athletics,0,0,0,0,2,0,2,0
Myanmar,1968,Boxing,0,0,0,0,2,0,2,0
Myanmar,1972,Athletics,0,0,0,0,3,0,3,0
Myanmar,1972,Boxing,0,0,0,0,2,0,2,0
Myanmar,1972,Football,0,0,0,0,13,0,13,1
Myanmar,1972,Weightlifting,0,0,0,0,1,0,1,0
Myanmar,1980,Athletics,0,0,0,0,1,0,1,0
Myanmar,1980,Weightlifting,0,0,0,0,1,0,1,0
Myanmar,1984,Boxing,0,0,0,0,1,0,1,0
Myanmar,1988,Athletics,0,0,0,0,3,3,0,0
Myanmar,1992,Athletics,0,0,0,0,4,3,1,0
Myanmar,1992,Judo,0,0,0,0,1,1,0,0
Myanmar,1996,Athletics,0,0,0,0,2,1,1,0
Myanmar,1996,Shooting,0,0,0,0,1,0,1,0
Myanmar,2000,Archery,0,0,0,0,1,1,0,0
Myanmar,2000,Athletics,0,0,0,0,2,1,1,0
Myanmar,2000,Swimming,0,0,0,0,1,1,0,0
Myanmar,2000,Weightlifting,0,0,0,0,3,3,0,0
Myanmar,2004,Archery,0,0,0,0,1,1,0,0
Myanmar,2004,Weightlifting,0,0,0,0,1,1,0,0
Myanmar,2008,Archery,0,0,0,0,1,0,1,0
Myanmar,2008,Athletics,0,0,0,0,2,1,1,0
Myanmar,2008,Canoeing,0,0,0,0,2,0,2,0
Myanmar,2008,Rowing,0,0,0,0,1,1,0,0
Myanmar,2008,Swimming,0,0,0,0,1,0,1,1
Myanmar,2012,Archery,0,0,0,0,1,0,1,0
Myanmar,2012,Athletics,0,0,0,0,2,1,1,0
Myanmar,2012,Judo,0,0,0,0,1,1,0,0
Myanmar,2012,Rowing,0,0,0,0,1,1,0,0
Myanmar,2012,Shooting,0,0,0,0,1,0,1,0
Myanmar,2016,Archery,0,0,0,0,1,1,0,0
Myanmar,2016,Athletics,0,0,0,0,2,1,1,0
Myanmar,2016,Judo,0,0,0,0,1,0,1,0
Myanmar,2016,Shooting,0,0,0,0,2,0,2,0
Myanmar,2016,Swimming,0,0,0,0,2,1,1,0
Myanmar,2020,Badminton,0,0,0,0,1,1,0,0
Myanmar,2020,Shooting,0,0,0,0,1,0,1,0
Myanmar,2024,Badminton,0,0,0,0,1,1,0,0
Myanmar,2024,Swimming,0,0,0,0,1,0,1,0
Namibia,1992,Athletics,0,2,0,2,4,0,4,0
Namibia,1992,Boxing,0,0,0,0,1,0,1,0
Namibia,1992,Swimming,0,0,0,0,5,3,2,1
Namibia,1996,Athletics,0,2,0,2,4,1,3,0
Namibia,1996,Boxing,0,0,0,0,2,0,2,0
Namibia,1996,Shooting,0,0,0,0,1,0,1,0
Namibia,1996,Swimming,0,0,0,0,3,2,1,1
Namibia,2000,Athletics,0,0,0,0,6,1,5,0
Namibia,2000,Boxing,0,0,0,0,1,0,1,0
Namibia,2000,Cycling,0,0,0,0,1,0,1,0
Namibia,2000,Gymnastics,0,0,0,0,5,5,0,1
Namibia,2000,Shooting,0,0,0,0,2,0,2,0
Namibia,2000,Swimming,0,0,0,0,1,0,1,0
Namibia,2004,Athletics,0,0,0,0,4,1,3,0
Namibia,2004,Boxing,0,0,0,0,2,0,2,0
Namibia,2004,Cycling,0,0,0,0,1,0,1,0
Namibia,2004,Shooting,0,0,0,0,2,0,2,0
Namibia,2004,Wrestling,0,0,0,0,1,0,1,0
Namibia,2008,Athletics,0,0,0,0,5,4,1,0
Namibia,2008,Boxing,0,0,0,0,3,0,3,0
Namibia,2008,Cycling,0,0,0,0,2,0,2,0
Namibia,2008,Shooting,0,0,0,0,1,1,0,0
Namibia,2012,Athletics,0,0,0,0,3,3,0,0
Namibia,2012,Boxing,0,0,0,0,2,0,2,0
Namibia,2012,Cycling,0,0,0,0,2,0,2,0
Namibia,2012,Shooting,0,0,0,0,1,1,0,0
Namibia,2012,Wrestling,0,0,0,0,1,0,1,0
Namibia,2016,Athletics,0,0,0,0,4,3,1,0
Namibia,2016,Boxing,0,0,0,0,2,0,2,0
Namibia,2016,Cycling,0,0,0,0,4,2,2,0
Namibia,2016,Shooting,0,0,0,0,1,1,0,0
Namibia,2020,Athletics,0,1,0,1,4,3,1,0
Namibia,2020,Boxing,0,0,0,0,1,0,1,0
Namibia,2020,Cycling Mountain Bike,0,0,0,0,2,1,1,0
Namibia,2020,Cycling Road,0,0,0,0,2,1,1,0
Namibia,2020,Marathon Swimming,0,0,0,0,1,0,1,0
Namibia,2020,Rowing,0,0,0,0,1,1,0,0
Namibia,2024,Athletics,0,0,0,0,1,1,0,0
Namibia,2024,Cycling Mountain Bike,0,0,0,0,1,0,1,0
Namibia,2024,Cycling Road,0,0,0,0,1,1,0,0
Namibia,2024,Marathon Swimming,0,0,0,0,1,0,1,0
Nauru,1996,Weightlifting,0,0,0,0,3,0,3,0
Nauru,2000,Weightlifting,0,0,0,0,2,1,1,0
Nauru,2004,Weightlifting,0,0,0,0,3,1,2,0
Nauru,2008,Weightlifting,0,0,0,0,1,0,1,0
Nauru,2012,Judo,0,0,0,0,1,0,1,0
Nauru,2012,Weightlifting,0,0,0,0,1,0,1,0
Nauru,2016,Judo,0,0,0,0,1,0,1,0
Nauru,2016,Weightlifting,0,0,0,0,1,0,1,0
Nauru,2020,Athletics,0,0,0,0,1,0,1,0
Nauru,2020,Weightlifting,0,0,0,0,1,1,0,0
Nauru,2024,Athletics,0,0,0,0,1,0,1,0
Nepal,1964,Athletics,0,0,0,0,2,0,2,0
Nepal,1964,Boxing,0,0,0,0,4,0,4,0
Nepal,1972,Athletics,0,0,0,0,2,0,2,0
Nepal,1976,Athletics,0,0,0,0,1,0,1,0
Nepal,1980,Athletics,0,0,0,0,5,0,5,0
Nepal,1980,Boxing,0,0,0,0,3,0,3,0
Nepal,1980,Weightlifting,0,0,0,0,2,0,2,0
Nepal,1984,Athletics,0,0,0,0,5,0,5,0
Nepal,1984,Boxing,0,0,0,0,3,0,3,0
Nepal,1984,Weightlifting,0,0,0,0,2,0,2,0
Nepal,1988,Athletics,0,0,0,0,11,2,9,0
Nepal,1988,Boxing,0,0,0,0,5,0,5,0
Nepal,1988,Judo,0,0,0,0,2,0,2,0
Nepal,1988,Shooting,0,0,0,0,1,1,0,0
Nepal,1988,Weightlifting,0,0,0,0,1,0,1,0
Nepal,1992,Athletics,0,0,0,0,1,0,1,0
Nepal,1992,Shooting,0,0,0,0,1,1,0,0
Nepal,1996,Athletics,0,0,0,0,2,1,1,0
Nepal,1996,Shooting,0,0,0,0,1,1,0,0
Nepal,1996,Swimming,0,0,0,0,2,1,1,0
Nepal,1996,Weightlifting,0,0,0,0,1,0,1,0
Nepal,2000,Athletics,0,0,0,0,2,1,1,0
Nepal,2000,Shooting,0,0,0,0,1,1,0,0
Nepal,2000,Swimming,0,0,0,0,2,1,1,1
Nepal,2004,Athletics,0,0,0,0,2,1,1,0
Nepal,2004,Shooting,0,0,0,0,1,0,1,0
Nepal,2004,Swimming,0,0,0,0,2,1,1,0
Nepal,2004,Taekwondo,0,0,0,0,1,1,0,0
Nepal,2008,Athletics,0,0,0,0,2,1,1,0
Nepal,2008,Judo,0,0,0,0,1,1,0,0
Nepal,2008,Shooting,0,0,0,0,1,1,0,0
Nepal,2008,Swimming,0,0,0,0,2,1,1,1
Nepal,2008,Taekwondo,0,0,0,0,1,0,1,0
Nepal,2008,Weightlifting,0,0,0,0,1,0,1,0
Nepal,2012,Athletics,0,0,0,0,2,1,1,0
Nepal,2012,Shooting,0,0,0,0,1,1,0,0
Nepal,2012,Swimming,0,0,0,0,2,1,1,2
Nepal,2016,Archery,0,0,0,0,1,0,1,0
Nepal,2016,Athletics,0,0,0,0,2,1,1,0
Nepal,2016,Judo,0,0,0,0,1,1,0,0
Nepal,2016,Swimming,0,0,0,0,2,1,1,0
Nepal,2016,Taekwondo,0,0,0,0,1,1,0,0
Nepal,2020,Athletics,0,0,0,0,1,1,0,0
Nepal,2020,Judo,0,0,0,0,1,1,0,0
Nepal,2020,Shooting,0,0,0,0,1,1,0,0
Nepal,2020,Swimming,0,0,0,0,2,1,1,0
Nepal,2024,Athletics,0,0,0,0,1,1,0,0
Nepal,2024,Badminton,0,0,0,0,1,0,1,0
Nepal,2024,Judo,0,0,0,0,1,1,0,0
Nepal,2024,Shooting,0,0,0,0,1,1,0,0
Nepal,2024,Swimming,0,0,0,0,2,1,1,0
Nepal,2024,Table Tennis,0,0,0,0,1,0,1,0
Netherlands,1900,Archery,0,0,0,0,6,0,6,0
Netherlands,1900,Fencing,0,0,0,0,1,0,1,0
Netherlands,1900,Football,0,0,1,1,1,0,1,1
Netherlands,1900,Rowing,1,1,1,3,17,0,17,3
Netherlands,1900,Sailing,0,1,0,1,9,0,9,2
Netherlands,1900,Shooting,0,0,1,1,35,0,35,2
Netherlands,1900,Swimming,0,0,1,1,4,0,4,0
Netherlands,1906,Fencing,0,1,2,3,44,0,44,2
Netherlands,1906,Tennis,0,0,0,0,5,0,5,1
Netherlands,1908,Athletics,0,0,0,0,53,0,53,3
Netherlands,1908,Cycling,0,0,0,0,25,0,25,1
Netherlands,1908,Fencing,0,0,0,0,27,0,27,2
Netherlands,1908,Football,0,0,1,1,12,0,12,1
Netherlands,1908,Gymnastics,0,0,0,0,39,0,39,1
Netherlands,1908,Rowing,0,0,1,1,4,0,4,1
Netherlands,1908,Shooting,0,0,0,0,31,0,31,3
Netherlands,1908,Swimming,0,0,0,0,7,0,7,0
Netherlands,1908,Tennis,0,0,0,0,4,0,4,1
Netherlands,1908,Water Polo,0,0,0,0,7,0,7,1
Netherlands,1908,Wrestling,0,0,0,0,9,0,9,0
Netherlands,1912,Athletics,0,0,0,0,2,0,2,0
Netherlands,1912,Fencing,0,0,2,2,22,0,22,2
Netherlands,1912,Football,0,0,1,1,15,0,15,1
Netherlands,1912,Modern Pentathlon,0,0,0,0,1,0,1,0
Netherlands,1912,Shooting,0,0,0,0,1,0,1,0
Netherlands,1912,Tennis,0,0,0,0,1,0,1,0
Netherlands,1912,Wrestling,0,0,0,0,3,0,3,0
Netherlands,1920,Archery,1,0,0,1,8,0,8,1
Netherlands,1920,Athletics,0,0,0,0,18,0,18,1
Netherlands,1920,Boxing,0,0,0,0,8,0,8,0
Netherlands,1920,Cycling,1,0,2,3,24,0,24,3
Netherlands,1920,Equestrianism,0,0,0,0,1,0,1,0
Netherlands,1920,Fencing,0,0,2,2,36,0,36,3
Netherlands,1920,Football,0,0,1,1,14,0,14,1
Netherlands,1920,Rowing,0,0,0,0,12,0,12,2
Netherlands,1920,Sailing,2,1,0,3,8,0,8,2
Netherlands,1920,Shooting,0,0,0,0,49,0,49,7
Netherlands,1920,Swimming,0,0,0,0,4,1,3,1
Netherlands,1920,Tug-Of-War,0,1,0,1,8,0,8,1
